wc_row_number,wc_id,wc_type,wc_sku,wc_mpn,wc_name,wc_short_description,wc_description,wc_categories,reference_match_status,drywall_scope,reference_model,reference_section,reference_catalog_page,reference_page_title,reference_page_name,reference_enrichment_name,reference_enrichment_short_description,reference_enrichment_description,reference_mapping_category,reference_mapping_subcategory,reference_mapping_product,proposed_name,proposed_short_description,proposed_description,proposed_categories,can_update_name,can_update_short_description,can_update_description,can_update_categories,name_match_quality,notes
1566,,variation,15040,JK06SSTT,TapeTech Premium Stainless Steel Joint Knife,,"TapeTech 6"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,JK06SSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Stainless Steel Joint Knife,TapeTech Premium Stainless Steel Joint Knife,"TapeTech 6"" Premium Stainless Steel Joint Knife","TapeTech 6"" Premium Stainless Steel Joint Knife",Premium Knives & Trowels,Jointing Knives,Jointing Knife,TapeTech Premium Stainless Steel Joint Knife,"TapeTech 6"" Premium Stainless Steel Joint Knife","TapeTech 6"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Jointing Knives > Jointing Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1567,,variation,15041,TK08SSTT,TapeTech Premium Stainless Steel Taping Knife,,"TapeTech 8"" Premium Stainless Steel Taping Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,TK08SSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Stainless Steel Taping Knife,TapeTech Premium Stainless Steel Taping Knife,"TapeTech 14"" Premium Stainless Steel Taping Knife","TapeTech 14"" Premium Stainless Steel Taping Knife",Premium Knives & Trowels,Taping Knives,Taping Knife,TapeTech Premium Stainless Steel Taping Knife,"TapeTech 14"" Premium Stainless Steel Taping Knife","TapeTech 14"" Premium Stainless Steel Taping Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Taping Knives > Taping Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy; duplicate MPN appears in multiple wc-catalog rows
1568,,variation,15042,TK10SSTT,TapeTech Premium Stainless Steel Taping Knife,,"TapeTech 10"" Premium Stainless Steel Taping Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,TK10SSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Stainless Steel Taping Knife,TapeTech Premium Stainless Steel Taping Knife,"TapeTech 10"" Premium Stainless Steel Taping Knife","TapeTech 10"" Premium Stainless Steel Taping Knife",Premium Knives & Trowels,Taping Knives,Taping Knife,TapeTech Premium Stainless Steel Taping Knife,"TapeTech 10"" Premium Stainless Steel Taping Knife","TapeTech 10"" Premium Stainless Steel Taping Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Taping Knives > Taping Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1569,,variation,15043,TK12SSTT,TapeTech Premium Stainless Steel Taping Knife,,"TapeTech 12"" Premium Stainless Steel Taping Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,TK12SSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Stainless Steel Taping Knife,TapeTech Premium Stainless Steel Taping Knife,"TapeTech 12"" Premium Stainless Steel Taping Knife","TapeTech 12"" Premium Stainless Steel Taping Knife",Premium Knives & Trowels,Taping Knives,Taping Knife,TapeTech Premium Stainless Steel Taping Knife,"TapeTech 12"" Premium Stainless Steel Taping Knife","TapeTech 12"" Premium Stainless Steel Taping Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Taping Knives > Taping Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1570,,variation,15044,TK14SSTT,TapeTech Premium Stainless Steel Taping Knife,,"TapeTech 14"" Premium Stainless Steel Taping Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,TK14SSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Stainless Steel Taping Knife,TapeTech Premium Stainless Steel Taping Knife,"TapeTech 14"" Premium Stainless Steel Taping Knife","TapeTech 14"" Premium Stainless Steel Taping Knife",Premium Knives & Trowels,Taping Knives,Taping Knife,TapeTech Premium Stainless Steel Taping Knife,"TapeTech 14"" Premium Stainless Steel Taping Knife","TapeTech 14"" Premium Stainless Steel Taping Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Taping Knives > Taping Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1571,,variation,15045,JK04CSTT,TapeTech Premium Carbon Steel Joint Knife,,"TapeTech 4"" Premium Carbon Steel Joint Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,JK04CSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Carbon Steel Joint Knife,TapeTech Premium Carbon Steel Joint Knife,"TapeTech 6"" Premium Carbon Steel Joint Knife","TapeTech 6"" Premium Carbon Steel Joint Knife",Premium Knives & Trowels,Specialty Knives,Jointing Knife,TapeTech Premium Carbon Steel Joint Knife,"TapeTech 6"" Premium Carbon Steel Joint Knife","TapeTech 6"" Premium Carbon Steel Joint Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Specialty Knives > Jointing Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy; duplicate MPN appears in multiple wc-catalog rows
1573,,variation,15047,JK06CSTT,TapeTech Premium Carbon Steel Joint Knife,,"TapeTech 6"" Premium Carbon Steel Joint Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,JK06CSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Carbon Steel Joint Knife,TapeTech Premium Carbon Steel Joint Knife,"TapeTech 6"" Premium Carbon Steel Joint Knife","TapeTech 6"" Premium Carbon Steel Joint Knife",Premium Knives & Trowels,Specialty Knives,Jointing Knife,TapeTech Premium Carbon Steel Joint Knife,"TapeTech 6"" Premium Carbon Steel Joint Knife","TapeTech 6"" Premium Carbon Steel Joint Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Specialty Knives > Jointing Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1574,,variation,15048,TK08BSTT,TapeTech Premium Blue Steel Taping Knife,,"TapeTech 8"" Premium Blue Steel Taping Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,TK08BSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Blue Steel Taping Knife,TapeTech Premium Blue Steel Taping Knife,"TapeTech 14"" Premium Blue Steel Taping Knife","TapeTech 14"" Premium Blue Steel Taping Knife",Premium Knives & Trowels,Taping Knives,Taping Knife,TapeTech Premium Blue Steel Taping Knife,"TapeTech 14"" Premium Blue Steel Taping Knife","TapeTech 14"" Premium Blue Steel Taping Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Taping Knives > Taping Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy; duplicate MPN appears in multiple wc-catalog rows
1575,,variation,15049,TK10BSTT,TapeTech Premium Blue Steel Taping Knife,,"TapeTech 10"" Premium Blue Steel Taping Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,TK10BSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Blue Steel Taping Knife,TapeTech Premium Blue Steel Taping Knife,"TapeTech 10"" Premium Blue Steel Taping Knife","TapeTech 10"" Premium Blue Steel Taping Knife",Premium Knives & Trowels,Taping Knives,Taping Knife,TapeTech Premium Blue Steel Taping Knife,"TapeTech 10"" Premium Blue Steel Taping Knife","TapeTech 10"" Premium Blue Steel Taping Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Taping Knives > Taping Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1576,,variation,15050,TK12BSTT,TapeTech Premium Blue Steel Taping Knife,,"TapeTech 12"" Premium Blue Steel Taping Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,TK12BSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Blue Steel Taping Knife,TapeTech Premium Blue Steel Taping Knife,"TapeTech 12"" Premium Blue Steel Taping Knife","TapeTech 12"" Premium Blue Steel Taping Knife",Premium Knives & Trowels,Taping Knives,Taping Knife,TapeTech Premium Blue Steel Taping Knife,"TapeTech 12"" Premium Blue Steel Taping Knife","TapeTech 12"" Premium Blue Steel Taping Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Taping Knives > Taping Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1577,,variation,15051,TK14BSTT,TapeTech Premium Blue Steel Taping Knife,,"TapeTech 14"" Premium Blue Steel Taping Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,TK14BSTT,Premium Taping Knives,37,Premium Taping Knives,TapeTech Premium Blue Steel Taping Knife,TapeTech Premium Blue Steel Taping Knife,"TapeTech 14"" Premium Blue Steel Taping Knife","TapeTech 14"" Premium Blue Steel Taping Knife",Premium Knives & Trowels,Taping Knives,Taping Knife,TapeTech Premium Blue Steel Taping Knife,"TapeTech 14"" Premium Blue Steel Taping Knife","TapeTech 14"" Premium Blue Steel Taping Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Taping Knives > Taping Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1668,,variation,18456,CROLL04,"TapeTech 4"" Premium Compound Roller",,"TapeTech 4"" Premium Compound Roller CROLL04",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,CROLL04,Compound Rollers,46,Compound Rollers,"TapeTech 4"" Premium Compound Roller","TapeTech 4"" Premium Compound Roller","TapeTech 4"" Premium Compound Roller CROLL04","TapeTech 4"" Premium Compound Roller CROLL04",Compound Rollers,Rollers,Premium Compound Roller,"TapeTech 4"" Premium Compound Roller","TapeTech 4"" Premium Compound Roller CROLL04","TapeTech 4"" Premium Compound Roller CROLL04",Drywall Finishing Tools > TapeTech > Compound Rollers > Rollers > Premium Compound Roller,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy; duplicate MPN appears in multiple wc-catalog rows
1669,,variation,18457,CROLL09,"TapeTech 9"" Premium Compound Roller",,"TapeTech 9"" Premium Compound Roller CROLL09",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,CROLL09,Compound Rollers,46,Compound Rollers,"TapeTech 9"" Premium Compound Roller","TapeTech 9"" Premium Compound Roller","TapeTech 9"" Premium Compound Roller CROLL09","TapeTech 9"" Premium Compound Roller CROLL09",Compound Rollers,Rollers,Premium Compound Roller,"TapeTech 9"" Premium Compound Roller","TapeTech 9"" Premium Compound Roller CROLL09","TapeTech 9"" Premium Compound Roller CROLL09",Drywall Finishing Tools > TapeTech > Compound Rollers > Rollers > Premium Compound Roller,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1670,,variation,18458,CROLL12,"TapeTech 12"" Premium Compound Roller",,"TapeTech 12"" Premium Compound Roller CROLL12",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,CROLL12,Compound Rollers,46,Compound Rollers,"TapeTech 12"" Premium Compound Roller","TapeTech 12"" Premium Compound Roller","TapeTech 12"" Premium Compound Roller CROLL12","TapeTech 12"" Premium Compound Roller CROLL12",Compound Rollers,Rollers,Premium Compound Roller,"TapeTech 12"" Premium Compound Roller","TapeTech 12"" Premium Compound Roller CROLL12","TapeTech 12"" Premium Compound Roller CROLL12",Drywall Finishing Tools > TapeTech > Compound Rollers > Rollers > Premium Compound Roller,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1671,,variation,18460,CROLL04,"TapeTech 4"" Compound Roller Frame",,"TapeTech 4"" Compound Roller Frame CCAGE04",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,CROLL04,Compound Rollers,46,Compound Rollers,"TapeTech 4"" Premium Compound Roller","TapeTech 4"" Premium Compound Roller","TapeTech 4"" Premium Compound Roller CROLL04","TapeTech 4"" Premium Compound Roller CROLL04",Compound Rollers,Rollers,Premium Compound Roller,"TapeTech 4"" Premium Compound Roller","TapeTech 4"" Premium Compound Roller CROLL04","TapeTech 4"" Premium Compound Roller CROLL04",Drywall Finishing Tools > TapeTech > Compound Rollers > Rollers > Premium Compound Roller,1,1,0,1,different,name differs from reference; short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy; duplicate MPN appears in multiple wc-catalog rows
1672,,variation,18462,CCAGE12,"TapeTech 12"" Compound Roller Frame",,"TapeTech 12"" Compound Roller Frame CCAGE12",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,CCAGE12,Compound Rollers,46,Compound Rollers,"TapeTech 12"" Compound Roller Frame","TapeTech 12"" Compound Roller Frame","TapeTech 12"" Compound Roller Frame CCAGE12","TapeTech 12"" Compound Roller Frame CCAGE12",Compound Rollers,Roller Cages,Roller Cage,"TapeTech 12"" Compound Roller Frame","TapeTech 12"" Compound Roller Frame CCAGE12","TapeTech 12"" Compound Roller Frame CCAGE12",Drywall Finishing Tools > TapeTech > Compound Rollers > Roller Cages > Roller Cage,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1677,,variation,18778,JK125SSTT,"TapeTech 1.25"" Premium Stainless Steel Joint Knife",,"TapeTech 1.25"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,JK125SSTT,Premium Taping Knives,37,Premium Taping Knives,"TapeTech 1.25"" Premium Stainless Steel Joint Knife","TapeTech 1.25"" Premium Stainless Steel Joint Knife","TapeTech 1.25"" Premium Stainless Steel Joint Knife","TapeTech 1.25"" Premium Stainless Steel Joint Knife",Premium Knives & Trowels,Jointing Knives,Jointing Knife,"TapeTech 1.25"" Premium Stainless Steel Joint Knife","TapeTech 1.25"" Premium Stainless Steel Joint Knife","TapeTech 1.25"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Jointing Knives > Jointing Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
1678,,variation,18779,JK34SSTT,"TapeTech 0.75"" Premium Stainless Steel Joint Knife",,"TapeTech 0.75"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,matched_by_mpn,1,JK34SSTT,Premium Taping Knives,37,Premium Taping Knives,"TapeTech 0.75"" Premium Stainless Steel Joint Knife","TapeTech 0.75"" Premium Stainless Steel Joint Knife","TapeTech 0.75"" Premium Stainless Steel Joint Knife","TapeTech 0.75"" Premium Stainless Steel Joint Knife",Premium Knives & Trowels,Jointing Knives,Jointing Knife,"TapeTech 0.75"" Premium Stainless Steel Joint Knife","TapeTech 0.75"" Premium Stainless Steel Joint Knife","TapeTech 0.75"" Premium Stainless Steel Joint Knife",Drywall Finishing Tools > TapeTech > Premium Knives & Trowels > Jointing Knives > Jointing Knife,0,1,0,1,equivalent,short description can be populated from reference; category can be replaced with TapeTech mapping hierarchy
