brand,name,description_full,sku,upc,price,price_numeric,description_short,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9
Columbia Taping Tools,"Columbia Sabre Smoothing Blade 16""","## Master Your Finish with the Columbia Sabre 16"" Smoothing Blade

Experience the next level of drywall finishing with the Columbia Sabre Smoothing Blade. Engineered for professionals who demand precision and speed, this 16-inch tool is designed to deliver a glass-smooth finish on every pass. Whether you are skimming walls or feathering joints, the Sabre provides the consistent pressure and control necessary to reduce sanding time and elevate the quality of your work.

## Built for the Demanding Professional

The Columbia Sabre series is synonymous with durability and ergonomic design. By utilizing high-quality materials, this smoothing blade minimizes wrist fatigue during long shifts while ensuring the blade maintains its edge and flexibility. It is the ideal companion for contractors looking to streamline their workflow without compromising on the professional-grade results their clients expect.

## Key Features

- **Precision Engineering:** Designed for optimal compound distribution, ensuring a uniform thickness across the entire 16-inch span.
- **Ergonomic Control:** Lightweight construction allows for extended use with significantly reduced physical strain.
- **Superior Flexibility:** The blade material offers the perfect balance of rigidity and flex to conform to wall surfaces while smoothing out imperfections.
- **High-Efficiency Design:** Covers more surface area in a single pass compared to standard taping knives, drastically increasing daily output.
- **Durable Build:** Constructed to withstand the rigors of daily job site use, maintaining performance over the long term.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Sabre Smoothing Blade 16"" |
| SKU | SSB16 |
| UPC | 824149011518 |
| Blade Length | 16 inches |",SSB16,824149011518,$38.99,38.99,"SABRE SMOOTHING BLADE 16""",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4698/6610/16inch__09256.1762965268.png?c=1&imbypass=on,,,,,,,,
Columbia Taping Tools,"Columbia Sabre Smoothing Blade 18""","## Achieve Flawless Finishes with the Columbia Sabre 18"" Smoothing Blade

Professional drywall finishing requires tools that balance precision with speed. The Columbia Sabre 18"" Smoothing Blade is engineered to deliver a glass-smooth finish on walls and ceilings, significantly reducing the labor-intensive sanding process. Designed for the demands of high-production environments, this tool allows finishers to apply and feather compound with unmatched consistency.

## Engineered for Professional Performance

Whether you are working on large-scale commercial projects or high-end residential renovations, the Sabre Smoothing Blade provides the control necessary to achieve a level 5 finish. Its lightweight construction minimizes fatigue during extended use, while the high-grade blade material ensures long-lasting edge retention and flexibility for perfect feathering.

## Key Features

- **Precision Edge:** High-quality blade material designed for smooth, streak-free compound application.
- **Optimal Width:** The 18-inch span provides excellent coverage for efficient skimming and finishing.
- **Ergonomic Design:** Built to reduce wrist strain, allowing for comfortable, all-day operation.
- **Durability:** Constructed to withstand the rigors of daily job site use.
- **Versatility:** Ideal for applying joint compound, skimming, and smoothing over various surfaces.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Sabre Smoothing Blade 18"" |
| SKU | SSB18 |
| UPC | 824149011525 |
| Blade Length | 18 inches |",SSB18,824149011525,$44.99,44.99,"SABRE SMOOTHING BLADE 18""",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4699/6609/18inch__20391.1762965188.png?c=1&imbypass=on,,,,,,,,
Columbia Taping Tools,"Columbia Sabre Smoothing Blade 24""","## Professional Finishing Precision

The Columbia Sabre Smoothing Blade 24"" is engineered for the professional drywall finisher who demands efficiency, control, and a flawless finish. Designed as a lightweight, high-performance alternative to premium billet aluminum options, the Sabre line utilizes a high-quality, durable plastic body that is approximately 60% lighter than traditional models. This significant reduction in weight minimizes user fatigue during extended finishing sessions, allowing for greater maneuverability and consistent, professional-grade results on every pass.

## Engineered for Superior Performance

Built to handle the rigors of the modern job site, the Sabre Smoothing Blade features a hardened stainless steel edge that is both durable and ultra-abrasion resistant. The blade is equipped with rounded anti-trace edges, specifically designed to eliminate marks and imperfections for a smooth, paint-ready surface. With its advanced Bi-Flex PVC plate technology, this tool provides the perfect balance of flexibility and pressure distribution, ensuring even compound flow across large wall and ceiling areas.

## Key Features

- **Lightweight Construction:** Approximately 60% lighter than premium aluminum blades, reducing operator fatigue and improving overall control.
- **Hardened Stainless Steel Blade:** Offers exceptional durability and abrasion resistance for long-lasting, reliable performance.
- **Rounded Anti-Trace Edges:** Precision-engineered to minimize surface marks and imperfections, ensuring a professional, seamless finish.
- **Bi-Flex PVC Plate Technology:** Delivers enhanced flexibility and consistent pressure distribution for uniform compound application.
- **Versatile Operation:** Designed for manual use or seamless integration with the Sabre Claw Adapter and Sabre Pole for extended reach.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Sabre Smoothing Blade 24"" |
| SKU | SSB24 |
| UPC | 824149011532 |
| Blade Length | 24 inches |
| Material | Hardened Stainless Steel / High-Quality Plastic |
| Compatibility | Manual or Sabre Claw Adapter (SBC) / Sabre Pole (SBP) |",SSB24,824149011532,$59.99,59.99,"SABRE SMOOTHING BLADE 24""",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4700/6608/24inch__68902.1762965122.png?c=1&imbypass=on,,,,,,,,
Columbia Taping Tools,"Columbia Sabre Smoothing Blade 32""","## Achieve a Flawless Finish with the Columbia Sabre 32"" Smoothing Blade

Elevate your drywall finishing standards with the Columbia Sabre Smoothing Blade 32"". Engineered specifically for professional contractors who demand speed, precision, and a superior surface quality, this tool is designed to streamline your skimming and finishing processes. By providing consistent, even pressure across a wide 32-inch span, the Sabre blade helps you achieve a glass-like finish while significantly reducing the time spent on sanding and touch-ups.

## Built for the Professional

Every aspect of the Columbia Sabre Smoothing Blade is crafted to withstand the demanding environment of the modern job site. The blade features high-quality materials that maintain their edge and flexibility, ensuring that you can tackle large wall areas with confidence. Its ergonomic design minimizes hand and wrist fatigue, allowing for extended use throughout the day without sacrificing control or accuracy. Whether you are working on residential renovations or large-scale commercial projects, this blade is an essential addition to your finishing toolkit.

## Key Features

- **Precision Blade Edge:** Engineered for a smooth, streak-free application of joint compound, ensuring a professional-grade finish every time.
- **Optimal 32-Inch Span:** The extended length allows for maximum coverage in a single pass, drastically increasing your efficiency on large surfaces.
- **Ergonomic Construction:** Designed to be lightweight and balanced, reducing operator fatigue during long, repetitive finishing tasks.
- **Durable Build Quality:** Constructed with robust materials to handle the rigors of daily professional use, providing long-term reliability.
- **Versatile Application:** Ideal for skimming, smoothing, and finishing drywall joints and surfaces with ease.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Sabre Smoothing Blade 32"" |
| SKU | SSB32 |
| UPC | 824149011549 |
| Blade Length | 32 inches |
| Tool Type | Smoothing Blade |",SSB32,824149011549,$74.99,74.99,"SABRE SMOOTHING BLADE 32""",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4701/6607/32__69543.1762965053.png?c=1&imbypass=on,,,,,,,,
Columbia Taping Tools,"Columbia Sabre Smoothing Blade 40""","## Achieve Flawless Finishes with the Columbia Sabre 40"" Smoothing Blade

Elevate your drywall finishing game with the Columbia Sabre 40"" Smoothing Blade, a professional-grade tool engineered for contractors who demand speed, precision, and consistency. Designed to handle large surface areas with ease, this blade allows you to apply skim coats and finish joints with a level of uniformity that traditional taping knives simply cannot match. By reducing the number of passes required, the Sabre blade significantly cuts down on labor time while minimizing physical fatigue, making it an essential asset for high-volume projects.

## Superior Performance and Design

Built for the rigors of the job site, the Columbia Sabre Smoothing Blade features a high-quality, flexible stainless steel blade that contours perfectly to wall surfaces. The lightweight yet durable construction ensures long-term reliability, while the ergonomic design provides maximum control for a smooth, streak-free finish every time. Whether you are working on ceilings or expansive wall sections, this 40-inch blade delivers the reach and stability needed for professional results.

## Key Features

- **High-Capacity Coverage:** The 40-inch width allows for rapid application and smoothing, ideal for large-scale drywall finishing.
- **Precision Flexibility:** Engineered with a flexible stainless steel blade that adapts to surface imperfections for a seamless finish.
- **Ergonomic Control:** Designed to reduce wrist and arm strain during extended use, promoting better technique and efficiency.
- **Professional Durability:** Constructed with premium materials to withstand the daily wear and tear of professional construction environments.
- **Versatile Application:** Perfect for skimming, finishing joints, and achieving a level 5 finish with minimal effort.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Sabre Smoothing Blade |
| Length | 40"" |
| SKU | SSB40 |
| UPC | 824149011556 |
| Material | Stainless Steel |",SSB40,824149011556,$99.99,99.99,"SABRE SMOOTHING BLADE 40""",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4702/6606/40inch__97912.1762964982.png?c=1&imbypass=on,,,,,,,,
Columbia Taping Tools,"Columbia Sabre Smoothing Blade 48""","## Achieve Flawless Finishes with the Columbia Sabre 48"" Smoothing Blade

Elevate your drywall finishing standards with the Columbia Sabre 48"" Smoothing Blade, a professional-grade tool engineered for high-volume efficiency and superior surface quality. Designed specifically for the demands of modern drywall contractors, this smoothing blade simplifies the skimming process, allowing you to achieve a glass-like finish on walls and ceilings with unparalleled speed and consistency.

## Precision Performance for Professionals

The Sabre series is built to eliminate the common frustrations of manual finishing. By providing uniform pressure across the entire 48-inch span, this tool effectively removes ridges and lap marks, significantly reducing the need for extensive sanding. Its lightweight, ergonomic design ensures that you can maintain peak productivity throughout the workday, minimizing operator fatigue while maximizing output.

## Key Features

- **Professional-Grade Stainless Steel:** Features a high-quality, precision-ground blade that offers the ideal balance of flexibility and rigidity for seamless feathering.
- **Maximum Coverage:** The 48-inch length is optimized for rapid skimming of large surface areas, drastically cutting down project completion times.
- **Ergonomic Construction:** Engineered to reduce wrist and arm strain, allowing for comfortable, extended use on demanding job sites.
- **Consistent Results:** Designed to deliver uniform pressure, ensuring a smooth, professional finish every time.
- **Built for Durability:** Constructed with robust materials to withstand the daily rigors of professional drywall finishing environments.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Sabre Smoothing Blade 48"" |
| SKU | SSB48 |
| UPC | 824149011563 |
| Blade Length | 48 inches |
| Material | Stainless Steel |",SSB48,824149011563,$129.99,129.99,"Sabre Smoothing Blade 48""",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4703/6605/48inch__00074.1762964908.png?c=1&imbypass=on,,,,,,,,
Columbia Taping Tools,"Columbia Sabre Smoothing Blade 7""","## Achieve Flawless Finishes with the Columbia Sabre 7"" Smoothing Blade

Elevate your drywall finishing standards with the Columbia Sabre Smoothing Blade 7"". Designed specifically for the professional contractor, this tool is engineered to provide a superior, streak-free finish on every pass. Whether you are tackling tight corners, patch repairs, or final skimming coats, the Sabre blade delivers the precision and consistency required to minimize sanding and maximize productivity on the job site.

## Precision Engineering for Professionals

The Columbia Sabre line is synonymous with durability and performance. This 7-inch smoothing blade features a high-grade stainless steel construction that offers the perfect balance of flexibility and rigidity. This allows for effortless feathering of compound edges, ensuring a seamless transition between the drywall surface and the joint compound. Built to endure the demanding environment of daily construction work, this tool is an essential addition to any finisher's arsenal.

## Key Features

- **Precision Stainless Steel Blade:** Engineered for a smooth, consistent lay-down of compound, reducing the need for extensive sanding.
- **Professional-Grade Durability:** Constructed from premium materials to withstand heavy-duty use in professional drywall applications.
- **Optimized 7-Inch Width:** Perfectly sized for detailed work, small patches, and finishing tight areas where larger blades may be cumbersome.
- **Ergonomic Design:** Balanced construction helps reduce wrist fatigue during long finishing sessions.
- **Versatile Compatibility:** Designed to integrate seamlessly with Columbia Taping Tools handle adapters for extended reach and improved leverage.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Sabre Smoothing Blade 7"" |
| SKU | ssb7 |
| UPC | 824149011471 |
| Blade Width | 7 inches |
| Material | Stainless Steel |
| Application | Drywall Finishing / Skimming |",ssb7,824149011471,$19.99,19.99,"SABRE SMOOTHING BLADE 7""",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4704/6602/7inch_1__18399.1762964584.png?c=1&imbypass=on,,,,,,,,
Columbia Taping Tools,Columbia Semi Auto Taper Drywall Taping Tool,"## Streamline Your Drywall Finishing

The Columbia Semi Auto Taper, often referred to as the ""Bucket Taper,"" is the ultimate solution for contractors seeking speed and simplicity without the overhead of heavy-duty automatic taping systems. Designed to integrate directly with your standard 5-gallon compound bucket, this tool transforms your workflow by automating the application of joint compound to your tape.

## Efficiency for Every Job Site

Whether you are a novice learning the trade or a seasoned professional tackling smaller residential repairs, this tool offers unmatched convenience. By eliminating the need for complex machinery, you can achieve consistent, professional-grade results with minimal setup time. It is the perfect companion for those quick-turnaround jobs where deploying a full automatic taper is impractical.

## Key Features

- **Direct Bucket Integration:** Mounts effortlessly to any standard 5-gallon compound bucket for immediate use.
- **Consistent Compound Application:** Precisely coats tape with the ideal amount of compound, reducing waste and ensuring a smooth finish.
- **Beginner-Friendly Design:** Intuitive operation allows users of all skill levels to achieve professional results with minimal training.
- **Portable and Lightweight:** Ideal for small-scale projects, patch work, and tight spaces where heavy equipment is cumbersome.
- **Time-Saving Workflow:** Drastically reduces prep time by removing the need for additional tools or complex loading procedures.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Semi Auto Taper Drywall Taping Tool |
| SKU | SAT |
| UPC | 824149008365 |
| Compatibility | 5-Gallon Compound Buckets |",SAT,824149008365,$243.34,243.34,"Columbia Semi Auto Taperor ""Bucket Taper"" allows you to apply a specific amount of compound to a large volume of tape. No additional tools needed. Simply attach the Columbia Semi-Automatic Taper to a 5-Gallon bucket of compound and pull the tape through it. Very simple to use and even a beginner can use it with very little effort. It’s a great little tool for even the professionals that are doing smaller jobs and do not want to pull out their automatic taper.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/985/4396/columbiasemi3_1___45225.1675191940.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/985/4033/columbiasemi__72836.1675191935.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/985/3740/columbiasemi2__17822.1675191931.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/985/4723/columbiasem1__44798.1675191944.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/985/4255/columbia_waranty_7__35037.1675191938.jpg?c=1&imbypass=on,,,,
Columbia Taping Tools,Columbia Semi-Automatic Starter Set,"## Achieve Seamless Drywall Finishes with Ease

Elevate your drywall projects from amateur to professional with the Columbia Semi-Automatic Starter Set. Designed specifically for the DIY enthusiast and the occasional finisher, this kit bridges the gap between manual labor and high-speed production. Stop struggling with hand-taping and start enjoying the precision, consistency, and speed that only semi-automatic tools can provide.

## Streamline Your Workflow

The Columbia Semi-Automatic Starter Set removes the complexity from drywall finishing. By automating the application process, you reduce fatigue and significantly cut down on the time required to achieve a smooth, paint-ready surface. Whether you are tackling a home renovation or a small commercial project, this set ensures that your joints are taped with uniform pressure and compound distribution, minimizing the need for extensive sanding and touch-ups.

## Key Features

- **Professional Results:** Achieve smooth, consistent joints that rival those of seasoned contractors.
- **User-Friendly Design:** Engineered for intuitive operation, making it perfect for those new to semi-automatic systems.
- **Increased Efficiency:** Dramatically reduces application time compared to traditional hand-taping methods.
- **Durable Construction:** Built with the high-quality standards synonymous with the Columbia Taping Tools brand.
- **All-in-One Solution:** Contains the essential components needed to get started on your taping projects immediately.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Semi-Automatic Starter Set |
| SKU | COLSEMI |
| UPC | 810135984294 |
| Category | Drywall Taping Tools |",COLSEMI,810135984294,"$2,030.00",2030.0,"If you want your job to look like a pro did it, even though you did it yourself, try out the Columbia Starter Set. This set is aimed at the occasional taper/finisher.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1703/3212/columbia_semi11__16566.1675191923.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1703/2566/col_ct_1__00732.1675191914.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1703/3236/columbiacr_3__99640.1675191924.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1703/2359/columbia_in_action__09874.1675191911.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1703/3079/columbia_icatt2__36213.1675191922.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1703/2118/columbia_icatt__22792.1675191908.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1703/2751/columbia-hot-mud-pump__40343.1675191917.jpg?c=1&imbypass=on,,
Columbia Taping Tools,"Columbia Short Matrix Flat Box Handle 29""-39""","## Precision Control for Professional Finishing

Elevate your drywall finishing workflow with the Columbia Short Matrix Flat Box Handle. Engineered for the demanding professional, this handle combines rugged durability with the precise, mechanical control required for flawless seams.

## Built for Performance and Longevity

Constructed from high-grade billet aluminum, the Matrix handle is designed to withstand the rigors of daily job site use without adding unnecessary weight. The innovative 90-degree grip geometry provides superior leverage and handling, allowing for smoother, more consistent passes with your flat box. Experience the perfect balance of ergonomic comfort and industrial-strength reliability that has made Columbia Taping Tools a staple in the industry.

## Key Features

- **Billet Aluminum Construction:** Precision-machined for maximum durability and long-term performance.
- **90-Degree Grip:** Optimized geometry enhances control and reduces wrist strain during extended use.
- **Mechanical Reliability:** Simple, robust mechanical design ensures consistent operation and minimal maintenance.

- **Adjustable Reach:** Telescoping design allows for quick adjustments between 29 and 39 inches to suit various wall heights.

- **Lightweight Design:** Minimizes operator fatigue, allowing for increased productivity throughout the workday.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product | Short Matrix Flat Box Handle |
| SKU | MHS |
| UPC | 824149010184 |
| Length | 29"" - 39"" |
| Material | Billet Aluminum |",MHS,824149010184,$340.67,340.67,"This newMatrix Handle from Columbiais lightweight and all mechanical. With a 90 degree grip, the Matrix handles give you increased control over your box. These handles are durable and extremely long-lasting, all while maintaining the comfort and ease of use that you're used to with the Columbia brand of tools. The Columbia Matrix mechanical flat box handles are made of all billet aluminum, ensuring a long life.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2060/5157/matrix29-39__16267.1675191952.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2060/5130/columbia_mini_1__94507.1675191952.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2060/5493/matrixhead__49644.1675191962.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2060/5439/columbia_waranty_11__22720.1675191960.jpg?c=1&imbypass=on,,,,,
Columbia Taping Tools,Columbia Tactical Set with Predator Upgrade,"## The Ultimate Professional Drywall Finishing System

Elevate your workflow with the Columbia Tactical Set, anchored by the industry-leading Predator Carbon Fiber Automatic Taper. Designed for contractors who refuse to compromise on speed or finish quality, this kit provides a complete, battle-ready arsenal for high-volume drywall finishing. By consolidating your essential tools into one cohesive, high-performance ecosystem, you eliminate the downtime associated with piecing together disparate equipment.

## Built for the Demanding Professional

Stop wasting time sourcing individual components. This curated collection delivers a turn-key solution that handles everything from flat joints to intricate corners with precision. Engineered and manufactured in North America, these tools are built to withstand the rigors of daily job site abuse, ensuring longevity that far outlasts mass-produced, imported alternatives. When you invest in Columbia, you are investing in equipment designed to last a career.

## Key Features

- **Predator Carbon Fiber Taper:** The flagship tool of the set, offering ultra-lightweight, high-strength construction that significantly reduces operator fatigue during long shifts.
- **All-Inclusive Arsenal:** Includes a comprehensive array of flat boxes, Tomahawk heads, pumps, and specialized handles, ensuring you have the right tool for every stage of the finish.
- **Rugged Road Case:** Keeps your entire investment organized, protected, and ready for rapid transport between job sites.
- **North American Craftsmanship:** Precision-machined from premium steel, aluminum, and durable polymers, avoiding the cheap materials found in mass-market imports.
- **Professional Versatility:** Modular design allows for seamless transitions between taping, filling, and finishing tasks, maximizing your efficiency on every project.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Tactical Set with Predator Upgrade |
| SKU | PTS |
| UPC | 824149010269 |
| Manufacturing Origin | North America |
| Included Components | Road Case, Predator Taper, Flat Boxes (10"", 12""), Matrix Handle, Tomahawk Heads (7"", 24""), Throttle Box, Anglehead, Pump, and Accessories |",PTS,824149010269,"$5,962.62",5962.62,"This comprehensive kit makes putting together your automatic taping tools effortless, featuring the crown jewel – Columbia's upgraded, Predator Carbon Fiber Automatic Taper. Built for true professionals who demand precision and reliability, this isn't just another tool set.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1823/1788/predtact2__41406.1675191903.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1823/844/columbia_predator_1__20564.1675191890.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1823/1630/columbia_hot_pump_2__44674.1675191901.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1823/2056/columbia_10ffb_1__08469.1675191907.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1823/2713/predator005__48128.1675191917.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1823/1875/cornerbox_anglehead_1__01038.1675191904.jpg?c=1&imbypass=on,,,
Columbia Taping Tools,Columbia Tall Boy Gooseneck,"The Columbia Tall Boy Gooseneck

Works with the Columbia Tall Boy Pump and the TapeTech Extra Long Pump's. It is used to fill the automatic taper.",TBGN,824149008549,$146.00,146.0,The Columbia Tall Boy Gooseneck works with the Columbia Tall Boy Pump and the TapeTech Extra Long Pump's. It is used to fill the automatic taper.,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/741/2188/columbia_tall_boy_goose__29325.1675191909.jpg?c=1&imbypass=on,,,,,,,,
Columbia Taping Tools,Columbia Tall Boy Loading Pump,"Columbia XL Tall Boy Mud Pump

Is a pump that will allow you to stand upright while filling your tools. The extra height also allows for use in a 30 gallon pale for those who want to cut down on mixing time.

Hand made from U.S. billet aluminum and steel components",TBMP,824149008532,$492.08,492.08,Columbia XL Tall Boy Mud Pump is a pump that will allow you to stand upright while filling your tools. The extra height also allows for use in a 30 gallon pale for those who want to cut down on mixing time.,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3627/4841/httpwww.alstapingtools.comimagesproductsdetailcolumbiatallboy1__53747.1675191946.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3627/3965/hqdefault_15_14__19182.1675191934.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3627/4449/tbmp_in_bucket__34451.1675191941.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/3627/4996/hqdefault_18_10__73892.1675191949.jpg?c=1&imbypass=on,,,,,
Columbia Taping Tools,"Columbia 2"" Nail Spotter","Columbia Taping Tools 2"" Nail Spotter

Is an excellent choice for finishing nail and screw holes. Simply fill the Columbia Nail Spotter with joint compound and run it down the fasteners like your flat box. It simultaneously fills and feathers the holes.",2NS,824149000079,$297.41,297.41,"Columbia Taping Tools 2"" Nail Spotter is an excellent choice for finishing nail and screw holes. Simply fill the Columbia Nail Spotter with joint compound and run it down the fasteners like your flat box. It simultaneously fills and feathers the holes.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1253/558/hqdefault_15_3__77028.1675191886.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1253/830/columbia_2_nail__86205.1675191890.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1253/1297/columbia_warranty__68140.1675191896.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1253/1505/columbia_2_nail_2__62061.1675191899.jpg?c=1&imbypass=on,,,,,
Columbia Taping Tools,"Columbia 2.5"" Direct Drywall Corner Flusher","Columbia 2.5"" Direct Corner Flushers

Have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.",2.5DF,824149008211,$127.62,127.62,"Columbia 2.5"" Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1128/1117/2.5_direct_flusher_2.5df___19229.1675191894.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1128/509/hqdefault_12_10_1_1_1__75937.1675191885.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1128/1761/hqdefault_18_4__74118.1675191903.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1128/726/columbia_warranty_1__18346.1675191888.jpg?c=1&imbypass=on,,,,,
Columbia Taping Tools,"Columbia 2.5"" Standard Drywall Corner Flusher with Wheels","Columbia 2.5"" Standard Corner Flushers

Have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.",2.5SF,824149008181,$116.80,116.8,"Columbia 2.5"" Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/937/1455/2.5_standard_flusher_2.5sf___09672.1675191899.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/937/662/hqdefault_12_14__93783.1675191888.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/937/1346/columbia_warranty_5__38843.1675191897.jpg?c=1&imbypass=on,,,,,,
